bmse_id,simulation,name,inchi,inchi_skeleton,formula,ref_field_mhz,n_sim_points,roi_rmsd,ph,temperature_k,solvent,reference,sim_csv,has_field
bmse000774,simulation_1,Trimethyl Phosphate,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3","1S/C3H9O4P/c1-5-8(4,6-2)7-3",C3H9O4P,499.84,32768,0.00736,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000774/simulation_1/B0s/sim_600MHz.csv,True
bmse000775,simulation_1,3-Methoxybenzamide,"InChI=1S/C8H9NO2/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3,(H2,9,10)",1S/C8H9NO2/c1-11-7-4-2-3-6(5-7)8(9)10,C8H9NO2,499.84,32768,0.01788,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000775/simulation_1/B0s/sim_600MHz.csv,True
bmse000776,simulation_1,L-anserine,"InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1",1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11,C10H16N4O3,499.84,32768,0.01868,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000776/simulation_1/B0s/sim_600MHz.csv,True
bmse000777,simulation_1,Tributyl-phosphate,"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3","1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3",C12H27O4P,499.84,32768,0.02830,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000777/simulation_1/B0s/sim_600MHz.csv,True
bmse000779,simulation_1,Metoclopramide,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3,C14H22ClN3O2,499.84,32768,0.02049,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000779/simulation_1/B0s/sim_600MHz.csv,True
bmse000780,simulation_1,Tetramethylammonium,"InChI=1S/C4H12N/c1-5(2,3)4/h1-4H3/q+1","1S/C4H12N/c1-5(2,3)4",C4H12N,499.84,32768,0.02054,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000780/simulation_1/B0s/sim_600MHz.csv,True
bmse000781,simulation_1,Thioacetamide,"InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)",1S/C2H5NS/c1-2(3)4,C2H5NS,499.84,32768,0.01521,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000781/simulation_1/B0s/sim_600MHz.csv,True
bmse000786,simulation_1,Cacodylic-acid,"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)","1S/C2H7AsO2/c1-3(2,4)5",C2H7AsO2,499.84,32768,,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000786/simulation_1/B0s/sim_600MHz.csv,True
bmse000787,simulation_1,MES,"InChI=1S/C6H13NO4S/c8-12(9,10)6-3-7-1-4-11-5-2-7/h1-6H2,(H,8,9,10)","1S/C6H13NO4S/c8-12(9,10)6-3-7-1-4-11-5-2-7",C6H13NO4S,499.84,32768,0.02727,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000787/simulation_1/B0s/sim_600MHz.csv,True
bmse000794,simulation_1,3-Carboxypropyl-trimethyl-ammonium,"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1","1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10",C7H15NO2,499.84,32768,0.01530,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000794/simulation_1/B0s/sim_600MHz.csv,True
bmse000795,simulation_1,DSS,"InChI=1S/C6H16O3SSi.Na/c1-11(2,3)6-4-5-10(7,8)9;/h4-6H2,1-3H3,(H,7,8,9);/q;+1/p-1","1S/C6H16O3SSi.Na/c1-11(2,3)6-4-5-10(7,8)9;",C6H16O3SSi.Na,499.84,32768,0.01109,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000795/simulation_1/B0s/sim_600MHz.csv,True
bmse000824,simulation_1,DGMP,"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1","1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20",C10H14N5O7P,499.84,32768,0.01403,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000824/simulation_1/B0s/sim_600MHz.csv,True
bmse000825,simulation_1,Acetamide,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",1S/C2H5NO/c1-2(3)4,C2H5NO,499.84,32768,0.00349,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000825/simulation_1/B0s/sim_600MHz.csv,True
bmse000826,simulation_1,Acetonitrile,InChI=1S/C2H3N/c1-2-3/h1H3,1S/C2H3N/c1-2-3,C2H3N,499.84,32768,0.00466,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000826/simulation_1/B0s/sim_600MHz.csv,True
bmse000828,simulation_1,DL-3-aminoisobutyric-acid,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",1S/C4H9NO2/c1-3(2-5)4(6)7,C4H9NO2,499.84,32768,0.01048,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000828/simulation_1/B0s/sim_600MHz.csv,True
bmse000830,simulation_1,N-acetyl-L-lysine,"InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9,C8H16N2O3,499.84,32768,0.01754,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000830/simulation_1/B0s/sim_600MHz.csv,True
bmse000831,simulation_1,1-2-4-Benzenetriol,"InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H",1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4,C6H6O3,499.84,32768,0.01565,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000831/simulation_1/B0s/sim_600MHz.csv,True
bmse000834,simulation_1,P-xylene,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",1S/C8H10/c1-7-3-5-8(2)6-4-7,C8H10,499.84,32768,0.00790,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000834/simulation_1/B0s/sim_600MHz.csv,True
bmse000837,simulation_1,"Cis-1,2-Cyclohexanediol","InChI=1S/C6H12O2/c7-5-3-1-2-4-6(5)8/h5-8H,1-4H2/t5-,6+",1S/C6H12O2/c7-5-3-1-2-4-6(5)8,C6H12O2,499.84,32768,0.01654,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000837/simulation_1/B0s/sim_600MHz.csv,True
bmse000840,simulation_1,Rhodanine,"InChI=1S/C3H3NOS2/c5-2-1-7-3(6)4-2/h1H2,(H,4,5,6)",1S/C3H3NOS2/c5-2-1-7-3(6)4-2,C3H3NOS2,499.84,32768,0.00915,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000840/simulation_1/B0s/sim_600MHz.csv,True
bmse000841,simulation_1,1-2-4-Trichlorobenzene,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4,C6H3Cl3,499.84,32768,0.01726,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000841/simulation_1/B0s/sim_600MHz.csv,True
bmse000842,simulation_1,3-Furoic-acid,"InChI=1S/C5H4O3/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)",1S/C5H4O3/c6-5(7)4-1-2-8-3-4,C5H4O3,499.84,32768,0.01530,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000842/simulation_1/B0s/sim_600MHz.csv,True
bmse000843,simulation_1,3-Methylsalicylaldehyde,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-9)8(6)10/h2-5,10H,1H3",1S/C8H8O2/c1-6-3-2-4-7(5-9)8(6)10,C8H8O2,499.84,32768,0.01530,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000843/simulation_1/B0s/sim_600MHz.csv,True
bmse000844,simulation_1,Isoprene,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",1S/C5H8/c1-4-5(2)3,C5H8,499.84,32768,0.01165,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000844/simulation_1/B0s/sim_600MHz.csv,True
bmse000845,simulation_1,4-4-DDD,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H",1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10,C14H10Cl4,499.84,32768,0.01925,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000845/simulation_1/B0s/sim_600MHz.csv,True
bmse000846,simulation_1,Phthalic-acid-diethyl-ester,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2,C12H14O4,499.84,32768,0.01693,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000846/simulation_1/B0s/sim_600MHz.csv,True
bmse000848,simulation_1,2-Thiophenecarboxylic-acid,"InChI=1S/C5H4O2S/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)",1S/C5H4O2S/c6-5(7)4-2-1-3-8-4,C5H4O2S,499.84,32768,0.01165,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000848/simulation_1/B0s/sim_600MHz.csv,True
bmse000854,simulation_1,ATP,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1","1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20",C10H16N5O13P3,600.13,32768,0.02956,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000854/simulation_1/B0s/sim_600MHz.csv,True
bmse000856,simulation_1,Glycerol,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",1S/C3H8O3/c4-1-3(6)2-5,C3H8O3,600.13,32768,0.01335,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000856/simulation_1/B0s/sim_600MHz.csv,True
bmse000857,simulation_1,Acetic acid,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C2H4O2/c1-2(3)4,C2H4O2,600.13,32768,0.01634,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000857/simulation_1/B0s/sim_600MHz.csv,True
bmse000858,simulation_1,L-Citrulline,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12,C6H13N3O3,600.13,32768,0.03094,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000858/simulation_1/B0s/sim_600MHz.csv,True
bmse000859,simulation_1,L-Threonine,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",1S/C4H9NO3/c1-2(6)3(5)4(7)8,C4H9NO3,600.13,32768,0.00865,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000859/simulation_1/B0s/sim_600MHz.csv,True
bmse000860,simulation_1,L-Valine,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",1S/C5H11NO2/c1-3(2)4(6)5(7)8,C5H11NO2,600.13,32768,0.00808,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000860/simulation_1/B0s/sim_600MHz.csv,True
bmse000861,simulation_1,Adenine,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4,C5H5N5,600.13,32768,0.00625,11.6,298,,,/reboxitory/2023/12/GISSMO/bmse000861/simulation_1/B0s/sim_600MHz.csv,True
bmse000862,simulation_1,"Putrescine (1,4 diaminobutane)",InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,1S/C4H12N2/c5-3-1-2-4-6,C4H12N2,600.13,32768,0.00871,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000862/simulation_1/B0s/sim_600MHz.csv,True
bmse000863,simulation_1,Taurine,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)","1S/C2H7NO3S/c3-1-2-7(4,5)6",C2H7NO3S,600.13,32768,0.00766,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000863/simulation_1/B0s/sim_600MHz.csv,True
bmse000864,simulation_1,Uridine,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16,C9H12N2O6,600.13,32768,0.01322,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000864/simulation_1/B0s/sim_600MHz.csv,True
bmse000866,simulation_1,L-Isoleucine,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",1S/C6H13NO2/c1-3-4(2)5(7)6(8)9,C6H13NO2,600.13,32768,0.01197,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000866/simulation_1/B0s/sim_600MHz.csv,True
bmse000867,simulation_1,L-Serine,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",1S/C3H7NO3/c4-2(1-5)3(6)7,C3H7NO3,600.13,32768,0.02282,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000867/simulation_1/B0s/sim_600MHz.csv,True
bmse000868,simulation_1,L-Tryptophan,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10,C11H12N2O2,600.13,32768,0.01366,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000868/simulation_1/B0s/sim_600MHz.csv,True
bmse000870,simulation_1,Tyramine,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7,C8H11NO,600.13,32768,0.00809,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000870/simulation_1/B0s/sim_600MHz.csv,True
bmse000871,simulation_1,Gamma-Aminobutyric acid,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",1S/C4H9NO2/c5-3-1-2-4(6)7,C4H9NO2,600.13,32768,0.01381,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000871/simulation_1/B0s/sim_600MHz.csv,True
bmse000872,simulation_1,"1,3-Diaminopropane",InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,1S/C3H10N2/c4-2-1-3-5,C3H10N2,600.13,32768,0.01815,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000872/simulation_1/B0s/sim_600MHz.csv,True
bmse000873,simulation_1,AMP,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1","1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20",C10H14N5O7P,499.84,32768,0.02072,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000873/simulation_1/B0s/sim_600MHz.csv,True
bmse000875,simulation_1,L-Aspartic acid,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",1S/C4H7NO4/c5-2(4(8)9)1-3(6)7,C4H7NO4,600.13,32768,0.01436,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000875/simulation_1/B0s/sim_600MHz.csv,True
bmse000877,simulation_1,HEPES,"InChI=1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14/h11H,1-8H2,(H,12,13,14)","1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14",C8H18N2O4S,600.13,32768,0.02025,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000877/simulation_1/B0s/sim_600MHz.csv,True
bmse000878,simulation_1,R-(+)-2-Pyrrolidinone-5-carboxylate,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1",1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9,C5H7NO3,600.13,32768,0.01307,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000878/simulation_1/B0s/sim_600MHz.csv,True
bmse000879,simulation_1,2'-Deoxyguanosine 5'-monophosphate,"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1","1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20",C10H14N5O7P,600.13,32768,0.01613,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000879/simulation_1/B0s/sim_600MHz.csv,True
bmse000881,simulation_1,5-6-Dimethylbenzimidazole,"InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)",1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8,C9H10N2,600.13,32768,0.01353,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000881/simulation_1/B0s/sim_600MHz.csv,True
bmse000897,simulation_1,D-Ornithine,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m1/s1",1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9,C5H12N2O2,600.13,32768,0.01580,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000897/simulation_1/B0s/sim_600MHz.csv,True
bmse000899,simulation_1,L-Arginine,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9,C6H14N4O2,600.13,32768,0.01629,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000899/simulation_1/B0s/sim_600MHz.csv,True
bmse000900,simulation_1,L-Phenylalanine,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7,C9H11NO2,600.13,32768,0.01863,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000900/simulation_1/B0s/sim_600MHz.csv,True
bmse000901,simulation_1,Myo-Inositol,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9,C6H12O6,600.13,32768,0.01092,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000901/simulation_1/B0s/sim_600MHz.csv,True
bmse000904,simulation_1,Malic acid,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m1/s1",1S/C4H6O5/c5-2(4(8)9)1-3(6)7,C4H6O5,600.13,32768,0.01338,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000904/simulation_1/B0s/sim_600MHz.csv,True
bmse000905,simulation_1,3-Hydroxybutyrate,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1",1S/C4H8O3/c1-3(5)2-4(6)7,C4H8O3,600.13,32768,0.01213,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000905/simulation_1/B0s/sim_600MHz.csv,True
bmse000906,simulation_1,"L(-)-Glutathione, oxidized","InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1",1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38,C20H32N6O12S2,600.13,32768,0.01005,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000906/simulation_1/B0s/sim_600MHz.csv,True
bmse000909,simulation_1,Dopamine,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6,C8H11NO2,499.84,32768,0.02307,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000909/simulation_1/B0s/sim_600MHz.csv,True
bmse000912,simulation_1,L-Asparagine,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7,C4H8N2O3,600.13,32768,0.01952,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000912/simulation_1/B0s/sim_600MHz.csv,True
bmse000913,simulation_1,L-Glutamic acid,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8,C5H9NO4,600.13,32768,0.01754,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000913/simulation_1/B0s/sim_600MHz.csv,True
bmse000914,simulation_1,L-lysine,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10,C6H14N2O2,600.13,32768,0.01182,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000914/simulation_1/B0s/sim_600MHz.csv,True
bmse000915,simulation_1,L-Methionine,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8,C5H11NO2S,600.13,32768,0.02317,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000915/simulation_1/B0s/sim_600MHz.csv,True
bmse000916,simulation_1,4-Aminobenzoic acid,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10,C7H7NO2,600.13,32768,0.01207,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000916/simulation_1/B0s/sim_600MHz.csv,True
bmse000917,simulation_1,Anthranilic acid,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10,C7H7NO2,600.13,32768,0.01526,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000917/simulation_1/B0s/sim_600MHz.csv,True
bmse000918,simulation_1,Sucrose,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12,C12H22O11,600.13,32768,0.01482,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000918/simulation_1/B0s/sim_600MHz.csv,True
bmse000919,simulation_1,L-Arginine,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9,C6H14N4O2,600.13,32768,0.01332,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000919/simulation_1/B0s/sim_600MHz.csv,True
bmse000921,simulation_1,L-Phenylalanine,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7,C9H11NO2,600.13,32768,0.01863,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000921/simulation_1/B0s/sim_600MHz.csv,True
bmse000922,simulation_1,Myo-Inositol,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9,C6H12O6,600.13,32768,0.01092,,,,,/reboxitory/2023/12/GISSMO/bmse000922/simulation_1/B0s/sim_600MHz.csv,True
bmse000923,simulation_1,L-thyroxine,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1",1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23,C15H11I4NO4,499.84,32768,0.02059,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000923/simulation_1/B0s/sim_600MHz.csv,True
bmse000925,simulation_1,Nitrosobenzene,InChI=1S/C6H5NO/c8-7-6-4-2-1-3-5-6/h1-5H,1S/C6H5NO/c8-7-6-4-2-1-3-5-6,C6H5NO,499.84,32768,0.01225,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000925/simulation_1/B0s/sim_600MHz.csv,True
