row,votes,corr_to_median,pca_resid,iso_score
9018,1,0.20511371,0.97223777,0.4221656690326258
5538,1,0.19988927,0.9688299,0.40482529926847904
9586,1,0.05380466,0.9683902,0.4418334723948788
9304,1,0.16836058,0.96703833,0.4333229275633808
8529,1,0.09662661,0.96653664,0.4393661592213977
8530,1,0.09662661,0.96653664,0.4393661592213977
9615,1,0.07354905,0.96452546,0.4369355141475971
9607,1,0.13268366,0.9619806,0.42155563613557867
364,1,0.052694876,0.9568739,0.43660236236104555
365,1,0.052694876,0.9568739,0.43660236236104555
62,1,0.13300112,0.95664614,0.4324212290381162
63,1,0.13300112,0.95664614,0.4324212290381162
9618,1,0.08317863,0.95306915,0.4485496632292422
435,1,0.14005443,0.952835,0.4285547849947658
436,1,0.14005443,0.952835,0.4285547849947658
9399,1,0.1321831,0.9525857,0.42987322213690055
161,1,0.06091872,0.9485151,0.4366558828398021
9390,1,0.1437229,0.9482843,0.4183696173375003
9511,1,0.17059997,0.945472,0.4232587169051659
380,1,0.15175676,0.9450133,0.43330374757934137
381,1,0.15175676,0.9450133,0.43330374757934137
39,1,0.079241425,0.9438633,0.4326723807840409
40,1,0.079241425,0.9438633,0.4326723807840409
6,1,0.19274183,0.9410925,0.44431626853820594
9592,1,0.16404235,0.9398304,0.4232538087966784
456,1,0.04269538,0.93420786,0.4274356829262848
457,1,0.04269538,0.93420786,0.4274356829262848
9531,1,0.18816558,0.9287054,0.4622017196660666
9606,1,0.16790438,0.9273235,0.43606383610022026
9661,1,0.19769895,0.92610514,0.4684571867488684
9610,1,0.20711583,0.92086315,0.466444450878543
251,1,0.18644768,0.9193515,0.44720158103491625
252,1,0.18644768,0.9193515,0.44720158103491625
9611,1,0.22190213,0.91745234,0.4667506827517923
9666,1,0.22857563,0.9151906,0.45436282670597194
9667,1,0.22857563,0.9151906,0.45436282670597194
9420,1,0.20317318,0.91497856,0.4654534577286925
13,1,0.088665664,0.91483897,0.4298696852137871
14,1,0.088665664,0.91483897,0.4298696852137871
6865,1,0.29675555,0.90945405,0.41016602151006176
8855,1,0.13031816,0.90658563,0.4312542850341344
8557,1,0.07040699,0.90468735,0.45561300814807415
75,1,0.11849037,0.88307106,0.460305592161985
9145,1,0.26404327,0.88020766,0.4712152771190926
7767,1,0.38247278,0.87321174,0.40431601885501106
9648,1,0.21736518,0.8663117,0.4502798660263916
9649,1,0.21736518,0.8663117,0.4502798660263916
109,1,0.07771094,0.8568296,0.5034237485161184
110,1,0.07771094,0.8568296,0.5034237485161184
443,1,0.23142701,0.8521861,0.45295435780547805
444,1,0.23142701,0.8521861,0.45295435780547805
6349,1,0.08269009,0.8512729,0.4895733085011922
5486,1,0.3257068,0.84899956,0.4879061457776452
6763,1,0.32692805,0.8477374,0.48762508610073085
15,1,0.1877845,0.84442556,0.4744438735732476
1392,1,0.28515038,0.840772,0.4583586142047977
1393,1,0.28515038,0.840772,0.4583586142047977
617,1,0.10084746,0.83732337,0.4975786730830952
618,1,0.10084746,0.83732337,0.4975786730830952
406,1,0.101867445,0.8358606,0.5049668471467839
407,1,0.101867445,0.8358606,0.5049668471467839
9310,1,0.19407961,0.833073,0.5485873954752142
220,1,0.27727297,0.8322085,0.445682711252749
221,1,0.27727297,0.8322085,0.445682711252749
290,1,0.10515449,0.8310541,0.5052561771234535
291,1,0.10515449,0.8310541,0.5052561771234535
233,1,0.27318674,0.8242281,0.465218992687418
234,1,0.27318674,0.8242281,0.465218992687418
934,1,0.14424044,0.8168801,0.45380808072652756
244,1,0.2769151,0.81669205,0.4602929594424608
245,1,0.2769151,0.81669205,0.4602929594424608
8658,1,0.099005535,0.8057014,0.48886345306041296
9144,1,0.2490916,0.80326515,0.45335670178132154
162,1,0.13076429,0.80325896,0.5057034867570721
163,1,0.13076429,0.80325896,0.5057034867570721
9497,1,0.27730054,0.80055094,0.4923858425906903
9050,1,0.08197903,0.7982753,0.502542752866067
4562,1,0.49618524,0.7962027,0.40435842897001323
9465,1,0.29106617,0.7939578,0.5069651720968108
9493,1,0.27569574,0.787546,0.5099498249257542
562,1,0.138473,0.78724766,0.5105832895271132
563,1,0.138473,0.78724766,0.5105832895271132
9562,1,0.31533927,0.7857483,0.495490781538779
567,1,0.15390448,0.7850495,0.5120653021623953
568,1,0.15390448,0.7850495,0.5120653021623953
7438,1,0.39060885,0.7809243,0.44465794647893625
9268,1,0.04905197,0.7805538,0.49323238628653443
70,1,0.26576725,0.77768314,0.44297363241361987
8226,1,0.59363896,0.77620727,0.3869475013864148
9125,1,0.3094901,0.77569646,0.5411664451964134
9523,1,0.27951956,0.7740612,0.5173164848356094
6370,1,0.44142857,0.773029,0.4513783581858618
2131,1,0.118472606,0.7699646,0.49939414995948367
473,1,0.07802545,0.76846075,0.48136508609006695
8358,1,0.33979008,0.7663061,0.5390020370135634
9430,1,0.33323613,0.7639391,0.5057660888443739
9519,1,0.2729212,0.76272225,0.5273498128041275
7716,1,0.11126507,0.7617459,0.5055806285259686
2703,1,0.0962407,0.7614544,0.5031330558491448
9495,1,0.30453688,0.7599235,0.5107432104746256
1850,1,0.29501724,0.7597152,0.5021839945190307
9540,1,0.08437676,0.7588237,0.49005487996954095
193,1,0.090367615,0.75478864,0.4390101453926223
7588,1,0.27893287,0.754642,0.4682213400198697
414,1,0.29914445,0.7486919,0.43356354239907546
893,1,0.07055329,0.74693376,0.5368975326079083
2122,1,0.55924165,0.7454436,0.39152067385115674
7308,1,0.11366497,0.74459946,0.5052396389608481
7044,1,0.540805,0.742778,0.3957356729578001
1613,1,0.10096051,0.74259967,0.5029549496756868
9196,1,0.093218826,0.74076957,0.5084871570819688
9286,1,0.35137108,0.7348401,0.45051234381599664
9259,1,0.34711924,0.73328024,0.5416590736588272
9596,1,0.33736402,0.7327788,0.4637467482694815
