row,block,study,lag
4896,45,MTBLS798,-2
4897,45,MTBLS798,6
4898,45,MTBLS798,-18
4899,45,MTBLS798,1
4900,45,MTBLS798,4
4901,45,MTBLS798,1
4902,45,MTBLS798,11
4903,45,MTBLS798,4
4904,45,MTBLS798,20
4905,45,MTBLS798,4
4906,45,MTBLS798,2
4907,45,MTBLS798,-20
4908,45,MTBLS798,12
4909,45,MTBLS798,-8
4910,45,MTBLS798,14
4911,45,MTBLS798,2
4912,45,MTBLS798,13
4913,45,MTBLS798,18
4914,34,AMBIGUOUS: MTBLS395,-757
4915,45,MTBLS798,14
4916,45,MTBLS798,1
4917,45,MTBLS798,10
4918,45,MTBLS798,-7
4919,45,MTBLS798,24
4920,45,MTBLS798,2
4921,45,MTBLS798,-8
4922,45,MTBLS798,10
4923,45,MTBLS798,-3
4924,29,unassigned,4528
4925,34,AMBIGUOUS: MTBLS395,-794
4926,45,MTBLS798,-2
4927,34,AMBIGUOUS: MTBLS395,-761
4928,45,MTBLS798,-7
4929,45,MTBLS798,10
4930,45,MTBLS798,17
4931,34,AMBIGUOUS: MTBLS395,-768
4932,45,MTBLS798,17
4933,45,MTBLS798,-5
4934,45,MTBLS798,5
4935,45,MTBLS798,-5
4936,45,MTBLS798,-7
4937,12,AMBIGUOUS: MTBLS147,-755
4938,53,unassigned,436
4939,45,MTBLS798,25
4940,45,MTBLS798,4
4941,45,MTBLS798,6
4942,45,MTBLS798,13
4943,45,MTBLS798,-4
4944,45,MTBLS798,-2
4945,45,MTBLS798,-2
4946,45,MTBLS798,7
4947,45,MTBLS798,-2
4948,45,MTBLS798,-6
4949,45,MTBLS798,3
4950,29,unassigned,4534
4951,45,MTBLS798,10
4952,45,MTBLS798,8
4953,45,MTBLS798,15
4954,45,MTBLS798,11
4955,45,MTBLS798,2
4956,12,AMBIGUOUS: MTBLS147,-784
4957,45,MTBLS798,12
4958,45,MTBLS798,-1
4959,45,MTBLS798,8
4960,34,AMBIGUOUS: MTBLS395,-785
4961,45,MTBLS798,6
4962,45,MTBLS798,-12
4963,45,MTBLS798,-16
4964,45,MTBLS798,20
4965,45,MTBLS798,2
4966,45,MTBLS798,12
4967,45,MTBLS798,1
4968,45,MTBLS798,51
4969,45,MTBLS798,-1
4970,45,MTBLS798,3
4971,45,MTBLS798,-13
4972,45,MTBLS798,-2
4973,45,MTBLS798,12
4974,45,MTBLS798,20
4975,45,MTBLS798,6
4976,45,MTBLS798,-21
4977,45,MTBLS798,2
4978,54,unassigned,-3586
4979,45,MTBLS798,0
4980,34,AMBIGUOUS: MTBLS395,-773
4981,45,MTBLS798,4
4982,45,MTBLS798,26
4983,34,AMBIGUOUS: MTBLS395,-764
4984,45,MTBLS798,5
4985,45,MTBLS798,17
4986,45,MTBLS798,-11
4987,45,MTBLS798,-10
4988,34,AMBIGUOUS: MTBLS395,-764
4989,45,MTBLS798,-1
4990,34,AMBIGUOUS: MTBLS395,-684
4991,45,MTBLS798,-10
4992,45,MTBLS798,5
4993,45,MTBLS798,0
4994,34,AMBIGUOUS: MTBLS395,-786
4995,45,MTBLS798,8
4996,45,MTBLS798,-11
4997,45,MTBLS798,18
4998,45,MTBLS798,8
4999,45,MTBLS798,4
5000,45,MTBLS798,4
5001,45,MTBLS798,0
5002,45,MTBLS798,-12
5003,45,MTBLS798,14
5004,45,MTBLS798,9
5005,45,MTBLS798,18
5006,34,AMBIGUOUS: MTBLS395,-553
5007,45,MTBLS798,-11
5008,45,MTBLS798,-9
5009,45,MTBLS798,10
5010,45,MTBLS798,-14
5011,45,MTBLS798,-16
5012,45,MTBLS798,17
5013,45,MTBLS798,-4
5014,45,MTBLS798,-6
5015,45,MTBLS798,16
5016,12,AMBIGUOUS: MTBLS147,-759
5017,45,MTBLS798,18
5018,45,MTBLS798,-17
5019,45,MTBLS798,7
5020,45,MTBLS798,11
5021,45,MTBLS798,2
5022,45,MTBLS798,0
5023,45,MTBLS798,11
5024,34,AMBIGUOUS: MTBLS395,-779
5025,45,MTBLS798,-7
5026,45,MTBLS798,9
5027,45,MTBLS798,-56
5028,12,AMBIGUOUS: MTBLS147,-716
5029,12,AMBIGUOUS: MTBLS147,-766
5030,45,MTBLS798,4
5031,45,MTBLS798,23
5032,45,MTBLS798,1
5033,45,MTBLS798,-3
5034,45,MTBLS798,3
5035,45,MTBLS798,9
5036,12,AMBIGUOUS: MTBLS147,-779
5037,45,MTBLS798,3
5038,45,MTBLS798,-23
5039,45,MTBLS798,28
5040,45,MTBLS798,10
5041,45,MTBLS798,11
5042,45,MTBLS798,12
5043,45,MTBLS798,2
5044,45,MTBLS798,2
5045,45,MTBLS798,1
5046,45,MTBLS798,-20
5047,45,MTBLS798,-1
5048,34,AMBIGUOUS: MTBLS395,-511
5049,74,unassigned,7021
5050,45,MTBLS798,22
5051,45,MTBLS798,9
5052,45,MTBLS798,6
5053,45,MTBLS798,-3
5054,45,MTBLS798,-3
5055,45,MTBLS798,0
5056,45,MTBLS798,34
5057,45,MTBLS798,0
5058,45,MTBLS798,20
5059,45,MTBLS798,-6
5060,45,MTBLS798,11
5061,45,MTBLS798,6
5062,45,MTBLS798,6
5063,45,MTBLS798,-4
5064,45,MTBLS798,5
5065,45,MTBLS798,-4
5066,45,MTBLS798,13
5067,45,MTBLS798,-7
5068,45,MTBLS798,-1
5069,45,MTBLS798,7
5070,45,MTBLS798,9
5071,45,MTBLS798,14
5072,45,MTBLS798,2
5073,45,MTBLS798,13
5074,12,AMBIGUOUS: MTBLS147,-776
5075,12,AMBIGUOUS: MTBLS147,-790
5076,45,MTBLS798,-16
5077,45,MTBLS798,8
5078,45,MTBLS798,-7
5079,34,AMBIGUOUS: MTBLS395,-757
5080,45,MTBLS798,12
5081,45,MTBLS798,-7
5082,45,MTBLS798,-13
5083,45,MTBLS798,9
5084,45,MTBLS798,0
5085,45,MTBLS798,17
5086,45,MTBLS798,7
5087,45,MTBLS798,18
5088,45,MTBLS798,2
5089,45,MTBLS798,-4
5090,45,MTBLS798,-8
5091,45,MTBLS798,-3
5092,45,MTBLS798,-1
5093,45,MTBLS798,-8
5094,34,AMBIGUOUS: MTBLS395,-778
5095,45,MTBLS798,8
5096,45,MTBLS798,2
5097,12,AMBIGUOUS: MTBLS147,-776
5098,45,MTBLS798,-5
5099,45,MTBLS798,2
5100,12,AMBIGUOUS: MTBLS147,-775
5101,45,MTBLS798,21
5102,34,AMBIGUOUS: MTBLS395,-754
5103,34,AMBIGUOUS: MTBLS395,-647
5104,45,MTBLS798,-7
5105,45,MTBLS798,8
5106,34,AMBIGUOUS: MTBLS395,-553
5107,45,MTBLS798,7
5108,34,AMBIGUOUS: MTBLS395,-763
5109,12,AMBIGUOUS: MTBLS147,-785
5110,45,MTBLS798,6
5111,45,MTBLS798,16
5112,45,MTBLS798,-13
5113,45,MTBLS798,24
5114,45,MTBLS798,-12
5115,45,MTBLS798,-5
5116,45,MTBLS798,2
5117,45,MTBLS798,7
5118,45,MTBLS798,9
5119,45,MTBLS798,-5
5120,45,MTBLS798,0
5121,45,MTBLS798,4
5122,45,MTBLS798,18
5123,45,MTBLS798,13
5124,45,MTBLS798,3
5125,45,MTBLS798,-18
5126,45,MTBLS798,9
5127,45,MTBLS798,14
5128,45,MTBLS798,-1
5129,34,AMBIGUOUS: MTBLS395,-589
5130,45,MTBLS798,23
5131,45,MTBLS798,12
5132,45,MTBLS798,-2
5133,45,MTBLS798,5
5134,34,AMBIGUOUS: MTBLS395,-674
5135,45,MTBLS798,13
5136,45,MTBLS798,10
5137,45,MTBLS798,10
5138,45,MTBLS798,10
5139,45,MTBLS798,-7
5140,34,AMBIGUOUS: MTBLS395,-531
5141,45,MTBLS798,-9
5142,45,MTBLS798,16
5143,45,MTBLS798,13
5144,45,MTBLS798,5
5145,45,MTBLS798,-1
5146,34,AMBIGUOUS: MTBLS395,-755
5147,12,AMBIGUOUS: MTBLS147,-781
5148,45,MTBLS798,-2
5149,45,MTBLS798,2
5150,45,MTBLS798,15
5151,45,MTBLS798,-7
5152,45,MTBLS798,9
5153,68,MTBLS2336,-830
5154,45,MTBLS798,7
5155,45,MTBLS798,11
5156,45,MTBLS798,-11
5157,45,MTBLS798,-3
5158,45,MTBLS798,3
5159,45,MTBLS798,0
5160,34,AMBIGUOUS: MTBLS395,-727
5161,45,MTBLS798,11
5162,45,MTBLS798,30
5163,45,MTBLS798,12
5164,45,MTBLS798,3
5165,45,MTBLS798,-12
5166,45,MTBLS798,27
5167,45,MTBLS798,-12
5168,45,MTBLS798,19
5169,45,MTBLS798,9
5170,45,MTBLS798,9
5171,34,AMBIGUOUS: MTBLS395,-780
5172,34,AMBIGUOUS: MTBLS395,-758
5173,45,MTBLS798,-14
5174,45,MTBLS798,15
5175,45,MTBLS798,-15
5176,45,MTBLS798,9
5177,45,MTBLS798,7
5178,45,MTBLS798,-12
5179,45,MTBLS798,7
5180,45,MTBLS798,4
5181,45,MTBLS798,-4
5182,45,MTBLS798,8
5183,45,MTBLS798,0
5184,45,MTBLS798,1
5185,45,MTBLS798,-10
5186,45,MTBLS798,15
5187,45,MTBLS798,-6
5188,45,MTBLS798,-1
5189,45,MTBLS798,11
5190,45,MTBLS798,-2
5191,45,MTBLS798,0
5192,45,MTBLS798,-3
5193,45,MTBLS798,10
5194,45,MTBLS798,7
5195,45,MTBLS798,-19
5196,45,MTBLS798,1
5197,45,MTBLS798,-8
5198,45,MTBLS798,18
5199,45,MTBLS798,0
5200,34,AMBIGUOUS: MTBLS395,-599
5201,45,MTBLS798,1
5202,45,MTBLS798,16
5203,45,MTBLS798,-12
5204,45,MTBLS798,19
5205,45,MTBLS798,4
5206,45,MTBLS798,2
5207,53,unassigned,531
5208,45,MTBLS798,12
5209,45,MTBLS798,3
5210,45,MTBLS798,3
5211,45,MTBLS798,-7
5212,45,MTBLS798,-10
5213,45,MTBLS798,6
5214,45,MTBLS798,4
5215,45,MTBLS798,2
5216,45,MTBLS798,10
5217,45,MTBLS798,4
5218,45,MTBLS798,0
5219,45,MTBLS798,3
5220,45,MTBLS798,9
5221,45,MTBLS798,-10
5222,45,MTBLS798,-1
5223,45,MTBLS798,24
5224,45,MTBLS798,-26
5225,45,MTBLS798,10
5226,45,MTBLS798,0
5227,45,MTBLS798,7
5228,45,MTBLS798,20
5229,45,MTBLS798,-1
5230,45,MTBLS798,27
5231,45,MTBLS798,12
5232,34,AMBIGUOUS: MTBLS395,-570
5233,45,MTBLS798,9
5234,45,MTBLS798,7
5235,45,MTBLS798,-1
5236,45,MTBLS798,5
5237,34,AMBIGUOUS: MTBLS395,-766
5238,45,MTBLS798,1
5239,45,MTBLS798,-3
5240,45,MTBLS798,6
5241,45,MTBLS798,4
5242,45,MTBLS798,30
5243,34,AMBIGUOUS: MTBLS395,-785
5244,45,MTBLS798,-4
5245,45,MTBLS798,7
5246,45,MTBLS798,0
5247,45,MTBLS798,-5
5248,45,MTBLS798,7
5249,45,MTBLS798,-13
5250,45,MTBLS798,11
5251,45,MTBLS798,11
5252,45,MTBLS798,3
5253,34,AMBIGUOUS: MTBLS395,-752
5254,45,MTBLS798,2
5255,45,MTBLS798,2
5256,45,MTBLS798,5
5257,45,MTBLS798,11
5258,45,MTBLS798,-17
5259,45,MTBLS798,-5
5260,45,MTBLS798,3
5261,53,unassigned,470
5262,45,MTBLS798,-10
5263,45,MTBLS798,10
5264,45,MTBLS798,3
5265,45,MTBLS798,2
5266,45,MTBLS798,-6
5267,45,MTBLS798,-3
5268,45,MTBLS798,-10
5269,45,MTBLS798,0
5270,45,MTBLS798,14
5271,81,unassigned,-907
5272,45,MTBLS798,11
5273,45,MTBLS798,-3
5274,45,MTBLS798,-4
5275,45,MTBLS798,0
5276,45,MTBLS798,39
5277,45,MTBLS798,2
5278,34,AMBIGUOUS: MTBLS395,-763
5279,45,MTBLS798,3
5280,82,unassigned,-735
5281,45,MTBLS798,-9
5282,45,MTBLS798,6
5283,45,MTBLS798,5
5284,45,MTBLS798,16
5285,45,MTBLS798,-8
5286,34,AMBIGUOUS: MTBLS395,-796
5287,45,MTBLS798,-21
5288,45,MTBLS798,19
5289,45,MTBLS798,5
5290,45,MTBLS798,10
5291,12,AMBIGUOUS: MTBLS147,-756
5292,45,MTBLS798,-5
5293,45,MTBLS798,-23
5294,45,MTBLS798,7
5295,45,MTBLS798,-15
5296,45,MTBLS798,-37
5297,45,MTBLS798,-15
5298,45,MTBLS798,11
5299,45,MTBLS798,17
5300,45,MTBLS798,15
5301,45,MTBLS798,5
5302,45,MTBLS798,21
5303,45,MTBLS798,3
5304,45,MTBLS798,6
5305,34,AMBIGUOUS: MTBLS395,-542
5306,45,MTBLS798,-1
5307,45,MTBLS798,-9
5308,34,AMBIGUOUS: MTBLS395,-769
5309,45,MTBLS798,-13
5310,45,MTBLS798,-4
5311,45,MTBLS798,-13
5312,45,MTBLS798,-4
5313,45,MTBLS798,13
5314,45,MTBLS798,8
5315,45,MTBLS798,7
5316,45,MTBLS798,10
5317,45,MTBLS798,11
5318,45,MTBLS798,-34
5319,34,AMBIGUOUS: MTBLS395,-600
5320,45,MTBLS798,6
5321,45,MTBLS798,2
5322,45,MTBLS798,-21
5323,45,MTBLS798,9
5324,45,MTBLS798,10
5325,45,MTBLS798,13
5326,45,MTBLS798,-10
5327,45,MTBLS798,7
5328,34,AMBIGUOUS: MTBLS395,-768
5329,45,MTBLS798,-6
5330,45,MTBLS798,-7
5331,45,MTBLS798,25
5332,45,MTBLS798,-9
5333,45,MTBLS798,3
5334,45,MTBLS798,2
5335,45,MTBLS798,8
5336,45,MTBLS798,7
5337,45,MTBLS798,6
5338,45,MTBLS798,9
5339,45,MTBLS798,12
5340,45,MTBLS798,-10
5341,45,MTBLS798,23
5342,45,MTBLS798,0
5343,45,MTBLS798,-15
5344,45,MTBLS798,1
5345,45,MTBLS798,-16
5346,45,MTBLS798,-13
5347,45,MTBLS798,-20
5348,45,MTBLS798,-11
5349,45,MTBLS798,-8
5350,45,MTBLS798,14
5351,45,MTBLS798,-4
5352,45,MTBLS798,0
5353,45,MTBLS798,-4
5354,45,MTBLS798,5
5355,45,MTBLS798,6
5356,45,MTBLS798,9
5357,45,MTBLS798,9
5358,45,MTBLS798,12
5359,45,MTBLS798,-9
5360,45,MTBLS798,-12
5361,12,AMBIGUOUS: MTBLS147,-758
5362,45,MTBLS798,-6
5363,45,MTBLS798,-1
5364,45,MTBLS798,8
5365,34,AMBIGUOUS: MTBLS395,-630
5366,45,MTBLS798,-8
5367,45,MTBLS798,5
5368,45,MTBLS798,15
5369,45,MTBLS798,6
5370,45,MTBLS798,23
5371,45,MTBLS798,-31
5372,45,MTBLS798,25
5373,45,MTBLS798,-16
5374,45,MTBLS798,8
5375,45,MTBLS798,9
5376,45,MTBLS798,-19
5377,45,MTBLS798,-1
5378,45,MTBLS798,1
5379,45,MTBLS798,8
5380,45,MTBLS798,-2
5381,45,MTBLS798,6
5382,45,MTBLS798,34
5383,34,AMBIGUOUS: MTBLS395,-778
5384,45,MTBLS798,4
5385,45,MTBLS798,10
5386,45,MTBLS798,7
5387,45,MTBLS798,5
5388,45,MTBLS798,-13
5389,45,MTBLS798,-8
5390,45,MTBLS798,-8
5391,45,MTBLS798,9
5392,34,AMBIGUOUS: MTBLS395,-584
5393,45,MTBLS798,22
5394,45,MTBLS798,13
5395,34,AMBIGUOUS: MTBLS395,-761
5396,45,MTBLS798,13
5397,45,MTBLS798,3
5398,45,MTBLS798,-2
5399,45,MTBLS798,-16
5400,45,MTBLS798,-16
5401,45,MTBLS798,-2
5402,45,MTBLS798,5
5403,45,MTBLS798,-16
5404,45,MTBLS798,8
5405,45,MTBLS798,22
5406,45,MTBLS798,33
5407,45,MTBLS798,-2
5408,45,MTBLS798,4
5409,45,MTBLS798,-4
5410,45,MTBLS798,-14
5411,45,MTBLS798,0
5412,34,AMBIGUOUS: MTBLS395,-554
5413,45,MTBLS798,32
5414,45,MTBLS798,4
5415,12,AMBIGUOUS: MTBLS147,-803
5416,45,MTBLS798,-6
5417,45,MTBLS798,14
5418,45,MTBLS798,-3
5419,45,MTBLS798,10
5420,45,MTBLS798,-6
5421,45,MTBLS798,9
5422,45,MTBLS798,8
5423,45,MTBLS798,5
5424,45,MTBLS798,-7
5425,45,MTBLS798,10
5426,45,MTBLS798,-1
5427,45,MTBLS798,35
5428,45,MTBLS798,6
5429,34,AMBIGUOUS: MTBLS395,-767
5430,45,MTBLS798,2
5431,45,MTBLS798,12
5432,34,AMBIGUOUS: MTBLS395,-774
5433,45,MTBLS798,7
5434,45,MTBLS798,2
5435,45,MTBLS798,-2
5436,45,MTBLS798,10
5437,12,AMBIGUOUS: MTBLS147,-645
5438,45,MTBLS798,17
5439,45,MTBLS798,38
5440,45,MTBLS798,22
5441,34,AMBIGUOUS: MTBLS395,-761
5442,45,MTBLS798,0
5443,45,MTBLS798,1
5444,45,MTBLS798,-5
5445,45,MTBLS798,-60
5446,34,AMBIGUOUS: MTBLS395,-760
5447,45,MTBLS798,12
5448,34,AMBIGUOUS: MTBLS395,-795
5449,45,MTBLS798,4
5450,34,AMBIGUOUS: MTBLS395,-784
5451,45,MTBLS798,0
5452,45,MTBLS798,-14
5453,45,MTBLS798,12
5454,45,MTBLS798,8
5455,45,MTBLS798,7
5456,45,MTBLS798,21
5457,45,MTBLS798,20
5458,34,AMBIGUOUS: MTBLS395,-769
5459,45,MTBLS798,18
5460,45,MTBLS798,1
5461,45,MTBLS798,5
5462,45,MTBLS798,14
5463,45,MTBLS798,7
5464,45,MTBLS798,-16
5465,45,MTBLS798,18
5466,45,MTBLS798,-4
5467,34,AMBIGUOUS: MTBLS395,-725
5468,12,AMBIGUOUS: MTBLS147,-690
5469,45,MTBLS798,5
5470,45,MTBLS798,7
5471,45,MTBLS798,-8
5472,45,MTBLS798,9
5473,45,MTBLS798,12
5474,45,MTBLS798,-19
5475,45,MTBLS798,-2
5476,45,MTBLS798,11
5477,45,MTBLS798,-14
5478,45,MTBLS798,12
5479,45,MTBLS798,3
5480,45,MTBLS798,3
5481,45,MTBLS798,-14
5482,45,MTBLS798,10
5483,45,MTBLS798,5
5484,34,AMBIGUOUS: MTBLS395,-754
5485,12,AMBIGUOUS: MTBLS147,-758
5486,83,unassigned,5541
5487,45,MTBLS798,-2
5488,12,AMBIGUOUS: MTBLS147,-783
5489,45,MTBLS798,-6
5490,46,unassigned,535
5491,45,MTBLS798,8
5492,45,MTBLS798,8
5493,45,MTBLS798,-8
5494,45,MTBLS798,9
5495,12,AMBIGUOUS: MTBLS147,-779
5496,12,AMBIGUOUS: MTBLS147,-775
5497,12,AMBIGUOUS: MTBLS147,-782
5498,45,MTBLS798,5
5499,45,MTBLS798,-2
5500,45,MTBLS798,-13
5501,45,MTBLS798,-5
5502,45,MTBLS798,-7
5503,45,MTBLS798,-29
5504,45,MTBLS798,3
5505,45,MTBLS798,7
5506,45,MTBLS798,-8
5507,45,MTBLS798,11
5508,45,MTBLS798,0
5509,34,AMBIGUOUS: MTBLS395,-615
5510,34,AMBIGUOUS: MTBLS395,-781
5511,45,MTBLS798,5
5512,45,MTBLS798,5
5513,45,MTBLS798,5
5514,12,AMBIGUOUS: MTBLS147,-785
5515,45,MTBLS798,1
5516,45,MTBLS798,-9
5517,34,AMBIGUOUS: MTBLS395,-778
5518,45,MTBLS798,8
5519,45,MTBLS798,-13
5520,45,MTBLS798,9
5521,45,MTBLS798,-4
5522,45,MTBLS798,20
5523,45,MTBLS798,10
5524,45,MTBLS798,9
5525,34,AMBIGUOUS: MTBLS395,-772
5526,45,MTBLS798,-42
5527,45,MTBLS798,4
5528,45,MTBLS798,-10
5529,45,MTBLS798,-7
5530,12,AMBIGUOUS: MTBLS147,-787
5531,45,MTBLS798,-17
5532,45,MTBLS798,15
5533,45,MTBLS798,2
5534,45,MTBLS798,4
5535,45,MTBLS798,2
5536,45,MTBLS798,3
5537,12,AMBIGUOUS: MTBLS147,-785
5538,84,unassigned,-2809
5539,34,AMBIGUOUS: MTBLS395,-771
5540,45,MTBLS798,11
5541,45,MTBLS798,3
5542,45,MTBLS798,2
5543,34,AMBIGUOUS: MTBLS395,-617
5544,45,MTBLS798,8
5545,45,MTBLS798,11
5546,45,MTBLS798,1
5547,45,MTBLS798,0
5548,45,MTBLS798,23
5549,45,MTBLS798,1
5550,34,AMBIGUOUS: MTBLS395,-775
5551,45,MTBLS798,3
5552,45,MTBLS798,3
5553,45,MTBLS798,-7
5554,45,MTBLS798,-1
5555,45,MTBLS798,23
5556,34,AMBIGUOUS: MTBLS395,-787
5557,45,MTBLS798,5
5558,45,MTBLS798,1
5559,45,MTBLS798,-14
5560,45,MTBLS798,-18
5561,45,MTBLS798,16
5562,12,AMBIGUOUS: MTBLS147,-712
5563,45,MTBLS798,3
5564,45,MTBLS798,6
5565,45,MTBLS798,4
5566,45,MTBLS798,22
5567,45,MTBLS798,23
5568,45,MTBLS798,3
5569,45,MTBLS798,-1
5570,45,MTBLS798,-10
5571,34,AMBIGUOUS: MTBLS395,-774
5572,45,MTBLS798,-72
5573,45,MTBLS798,19
5574,45,MTBLS798,3
5575,45,MTBLS798,6
5576,45,MTBLS798,10
5577,45,MTBLS798,-4
5578,45,MTBLS798,-3
5579,45,MTBLS798,28
5580,45,MTBLS798,-10
5581,12,AMBIGUOUS: MTBLS147,-787
5582,45,MTBLS798,-9
5583,45,MTBLS798,9
5584,45,MTBLS798,13
5585,45,MTBLS798,14
5586,45,MTBLS798,-13
5587,45,MTBLS798,0
5588,45,MTBLS798,-6
5589,45,MTBLS798,3
5590,34,AMBIGUOUS: MTBLS395,-530
5591,45,MTBLS798,-4
5592,45,MTBLS798,-15
5593,45,MTBLS798,6
5594,45,MTBLS798,0
5595,45,MTBLS798,-36
5596,45,MTBLS798,11
5597,45,MTBLS798,-4
5598,45,MTBLS798,-11
5599,45,MTBLS798,10
5600,45,MTBLS798,7
5601,45,MTBLS798,-16
5602,45,MTBLS798,4
5603,45,MTBLS798,18
5604,45,MTBLS798,26
5605,45,MTBLS798,10
5606,45,MTBLS798,-9
5607,45,MTBLS798,3
5608,45,MTBLS798,13
5609,45,MTBLS798,-5
5610,45,MTBLS798,5
5611,45,MTBLS798,-4
5612,45,MTBLS798,5
5613,45,MTBLS798,13
5614,12,AMBIGUOUS: MTBLS147,-779
5615,45,MTBLS798,-20
5616,45,MTBLS798,1
5617,45,MTBLS798,-1
5618,45,MTBLS798,10
5619,45,MTBLS798,2
5620,34,AMBIGUOUS: MTBLS395,-591
5621,34,AMBIGUOUS: MTBLS395,-748
5622,12,AMBIGUOUS: MTBLS147,-781
5623,45,MTBLS798,15
5624,45,MTBLS798,8
5625,45,MTBLS798,-5
5626,45,MTBLS798,13
5627,12,AMBIGUOUS: MTBLS147,-787
5628,45,MTBLS798,-2
5629,45,MTBLS798,11
5630,45,MTBLS798,-26
5631,45,MTBLS798,-2
5632,45,MTBLS798,14
5633,45,MTBLS798,-6
5634,45,MTBLS798,20
5635,45,MTBLS798,-16
5636,45,MTBLS798,-2
5637,45,MTBLS798,-6
5638,45,MTBLS798,7
5639,45,MTBLS798,-16
5640,45,MTBLS798,-3
5641,45,MTBLS798,2
5642,45,MTBLS798,-3
5643,85,unassigned,128
5644,45,MTBLS798,14
5645,12,AMBIGUOUS: MTBLS147,-779
5646,45,MTBLS798,-5
5647,45,MTBLS798,7
5648,45,MTBLS798,13
5649,45,MTBLS798,-4
5650,45,MTBLS798,11
5651,45,MTBLS798,5
5652,45,MTBLS798,5
5653,45,MTBLS798,6
5654,45,MTBLS798,0
5655,45,MTBLS798,-5
5656,45,MTBLS798,7
5657,45,MTBLS798,20
5658,45,MTBLS798,5
5659,45,MTBLS798,-9
5660,45,MTBLS798,3
5661,45,MTBLS798,12
5662,45,MTBLS798,22
5663,45,MTBLS798,0
5664,45,MTBLS798,-5
5665,45,MTBLS798,-10
5666,45,MTBLS798,13
5667,45,MTBLS798,-10
5668,45,MTBLS798,-3
5669,45,MTBLS798,11
5670,45,MTBLS798,2
5671,45,MTBLS798,4
5672,34,AMBIGUOUS: MTBLS395,-607
5673,45,MTBLS798,3
5674,45,MTBLS798,-4
5675,45,MTBLS798,-49
5676,45,MTBLS798,4
5677,12,AMBIGUOUS: MTBLS147,-783
5678,45,MTBLS798,2
5679,34,AMBIGUOUS: MTBLS395,-773
5680,45,MTBLS798,10
5681,45,MTBLS798,-10
5682,34,AMBIGUOUS: MTBLS395,-775
5683,45,MTBLS798,2
5684,34,AMBIGUOUS: MTBLS395,-764
5685,45,MTBLS798,3
5686,45,MTBLS798,9
5687,45,MTBLS798,17
5688,45,MTBLS798,2
5689,45,MTBLS798,8
5690,45,MTBLS798,11
5691,45,MTBLS798,10
5692,45,MTBLS798,9
5693,45,MTBLS798,14
5694,45,MTBLS798,4
5695,12,AMBIGUOUS: MTBLS147,-781
5696,45,MTBLS798,0
5697,45,MTBLS798,-13
5698,45,MTBLS798,7
5699,45,MTBLS798,4
5700,45,MTBLS798,6
5701,45,MTBLS798,5
5702,45,MTBLS798,1
5703,45,MTBLS798,6
5704,45,MTBLS798,-13
5705,34,AMBIGUOUS: MTBLS395,-780
5706,45,MTBLS798,24
5707,45,MTBLS798,7
5708,34,AMBIGUOUS: MTBLS395,-871
5709,45,MTBLS798,-4
5710,12,AMBIGUOUS: MTBLS147,-779
5711,45,MTBLS798,9
5712,46,unassigned,534
5713,45,MTBLS798,5
5714,34,AMBIGUOUS: MTBLS395,-764
5715,45,MTBLS798,-23
5716,45,MTBLS798,2
5717,45,MTBLS798,-7
5718,45,MTBLS798,-4
5719,45,MTBLS798,7
5720,45,MTBLS798,-24
5721,45,MTBLS798,7
5722,45,MTBLS798,-4
5723,45,MTBLS798,10
5724,34,AMBIGUOUS: MTBLS395,-927
5725,45,MTBLS798,10
5726,45,MTBLS798,-3
5727,45,MTBLS798,-1
5728,45,MTBLS798,6
5729,34,AMBIGUOUS: MTBLS395,-776
5730,45,MTBLS798,-12
5731,45,MTBLS798,22
5732,45,MTBLS798,6
5733,45,MTBLS798,-1
5734,45,MTBLS798,21
5735,34,AMBIGUOUS: MTBLS395,-773
5736,34,AMBIGUOUS: MTBLS395,-776
5737,45,MTBLS798,5
5738,45,MTBLS798,-2
5739,34,AMBIGUOUS: MTBLS395,-730
5740,45,MTBLS798,-4
5741,45,MTBLS798,-13
5742,45,MTBLS798,30
5743,34,AMBIGUOUS: MTBLS395,-833
5744,45,MTBLS798,2
5745,45,MTBLS798,20
5746,45,MTBLS798,-12
5747,45,MTBLS798,5
5748,45,MTBLS798,15
5749,45,MTBLS798,11
5750,45,MTBLS798,0
5751,34,AMBIGUOUS: MTBLS395,-807
5752,45,MTBLS798,9
5753,45,MTBLS798,7
5754,45,MTBLS798,-20
5755,12,AMBIGUOUS: MTBLS147,-773
5756,45,MTBLS798,6
5757,12,AMBIGUOUS: MTBLS147,-762
5758,45,MTBLS798,-8
5759,45,MTBLS798,-5
5760,45,MTBLS798,0
5761,45,MTBLS798,-2
5762,45,MTBLS798,-3
5763,45,MTBLS798,-6
5764,45,MTBLS798,-2
5765,45,MTBLS798,1
5766,45,MTBLS798,-5
5767,62,MTBLS46,-817
5768,34,AMBIGUOUS: MTBLS395,-771
5769,45,MTBLS798,11
5770,45,MTBLS798,5
5771,45,MTBLS798,-10
5772,45,MTBLS798,-12
5773,45,MTBLS798,-1
5774,45,MTBLS798,-2
5775,45,MTBLS798,-16
5776,45,MTBLS798,11
5777,45,MTBLS798,-48
5778,45,MTBLS798,9
5779,45,MTBLS798,-16
5780,34,AMBIGUOUS: MTBLS395,-774
5781,45,MTBLS798,5
5782,45,MTBLS798,7
5783,45,MTBLS798,-35
5784,45,MTBLS798,-7
5785,45,MTBLS798,16
