row,block,study,lag
845,12,AMBIGUOUS: MTBLS147,-759
846,34,AMBIGUOUS: MTBLS395,-773
847,12,AMBIGUOUS: MTBLS147,-738
848,34,AMBIGUOUS: MTBLS395,-788
849,12,AMBIGUOUS: MTBLS147,-758
850,12,AMBIGUOUS: MTBLS147,-766
851,12,AMBIGUOUS: MTBLS147,-754
852,12,AMBIGUOUS: MTBLS147,-763
853,34,AMBIGUOUS: MTBLS395,-605
854,10,unassigned,7005
855,10,unassigned,7005
856,12,AMBIGUOUS: MTBLS147,-779
857,12,AMBIGUOUS: MTBLS147,-775
858,34,AMBIGUOUS: MTBLS395,-839
859,12,AMBIGUOUS: MTBLS147,-788
860,34,AMBIGUOUS: MTBLS395,-642
861,34,AMBIGUOUS: MTBLS395,-745
862,34,AMBIGUOUS: MTBLS395,-578
863,34,AMBIGUOUS: MTBLS395,-562
864,34,AMBIGUOUS: MTBLS395,-616
865,12,AMBIGUOUS: MTBLS147,-775
866,12,AMBIGUOUS: MTBLS147,-784
867,34,AMBIGUOUS: MTBLS395,-638
868,12,AMBIGUOUS: MTBLS147,-792
869,12,AMBIGUOUS: MTBLS147,-779
870,34,AMBIGUOUS: MTBLS395,-767
871,12,AMBIGUOUS: MTBLS147,-763
872,12,AMBIGUOUS: MTBLS147,-784
873,12,AMBIGUOUS: MTBLS147,-666
874,34,AMBIGUOUS: MTBLS395,-775
875,34,AMBIGUOUS: MTBLS395,-599
876,12,AMBIGUOUS: MTBLS147,-744
877,34,AMBIGUOUS: MTBLS395,-602
878,34,AMBIGUOUS: MTBLS395,-750
879,34,AMBIGUOUS: MTBLS395,-550
880,34,AMBIGUOUS: MTBLS395,-764
881,12,AMBIGUOUS: MTBLS147,-810
882,12,AMBIGUOUS: MTBLS147,-784
883,12,AMBIGUOUS: MTBLS147,-783
884,34,AMBIGUOUS: MTBLS395,-635
885,34,AMBIGUOUS: MTBLS395,-592
886,34,AMBIGUOUS: MTBLS395,-552
887,12,AMBIGUOUS: MTBLS147,-759
888,34,AMBIGUOUS: MTBLS395,-773
889,34,AMBIGUOUS: MTBLS395,-671
890,34,AMBIGUOUS: MTBLS395,-784
891,34,AMBIGUOUS: MTBLS395,-592
892,12,AMBIGUOUS: MTBLS147,-755
893,46,unassigned,579
894,12,AMBIGUOUS: MTBLS147,-782
895,34,AMBIGUOUS: MTBLS395,-596
896,16,unassigned,5483
897,16,unassigned,5483
898,34,AMBIGUOUS: MTBLS395,-541
899,34,AMBIGUOUS: MTBLS395,-563
900,34,AMBIGUOUS: MTBLS395,-603
901,34,AMBIGUOUS: MTBLS395,-795
902,34,AMBIGUOUS: MTBLS395,-557
903,34,AMBIGUOUS: MTBLS395,-781
904,34,AMBIGUOUS: MTBLS395,-558
905,12,AMBIGUOUS: MTBLS147,-751
906,12,AMBIGUOUS: MTBLS147,-780
907,34,AMBIGUOUS: MTBLS395,-553
908,34,AMBIGUOUS: MTBLS395,-604
909,34,AMBIGUOUS: MTBLS395,-770
910,12,AMBIGUOUS: MTBLS147,-777
911,12,AMBIGUOUS: MTBLS147,-758
912,34,AMBIGUOUS: MTBLS395,-771
913,32,unassigned,-1611
914,12,AMBIGUOUS: MTBLS147,-749
915,12,AMBIGUOUS: MTBLS147,-780
916,34,AMBIGUOUS: MTBLS395,-776
917,12,AMBIGUOUS: MTBLS147,-751
918,12,AMBIGUOUS: MTBLS147,-754
919,32,unassigned,-1602
920,12,AMBIGUOUS: MTBLS147,-780
921,12,AMBIGUOUS: MTBLS147,-781
922,34,AMBIGUOUS: MTBLS395,-781
923,34,AMBIGUOUS: MTBLS395,-604
924,12,AMBIGUOUS: MTBLS147,-780
925,34,AMBIGUOUS: MTBLS395,-630
926,34,AMBIGUOUS: MTBLS395,-776
927,12,AMBIGUOUS: MTBLS147,-760
928,12,AMBIGUOUS: MTBLS147,-661
929,12,AMBIGUOUS: MTBLS147,-761
930,12,AMBIGUOUS: MTBLS147,-759
931,10,unassigned,7031
932,10,unassigned,7031
933,12,AMBIGUOUS: MTBLS147,-748
934,47,unassigned,5212
935,12,AMBIGUOUS: MTBLS147,-794
936,12,AMBIGUOUS: MTBLS147,-764
937,34,AMBIGUOUS: MTBLS395,-606
938,34,AMBIGUOUS: MTBLS395,-555
939,12,AMBIGUOUS: MTBLS147,-781
940,12,AMBIGUOUS: MTBLS147,-782
941,34,AMBIGUOUS: MTBLS395,-568
942,34,AMBIGUOUS: MTBLS395,-556
943,12,AMBIGUOUS: MTBLS147,-775
944,34,AMBIGUOUS: MTBLS395,-774
945,34,AMBIGUOUS: MTBLS395,-635
946,34,AMBIGUOUS: MTBLS395,-643
947,12,AMBIGUOUS: MTBLS147,-775
948,34,AMBIGUOUS: MTBLS395,-602
949,12,AMBIGUOUS: MTBLS147,-774
950,34,AMBIGUOUS: MTBLS395,-753
951,34,AMBIGUOUS: MTBLS395,-612
952,48,unassigned,1386
953,49,unassigned,-2023
954,34,AMBIGUOUS: MTBLS395,-615
955,34,AMBIGUOUS: MTBLS395,-644
956,12,AMBIGUOUS: MTBLS147,-759
957,34,AMBIGUOUS: MTBLS395,-647
958,50,unassigned,-234
959,12,AMBIGUOUS: MTBLS147,-756
960,34,AMBIGUOUS: MTBLS395,-627
961,12,AMBIGUOUS: MTBLS147,-759
962,12,AMBIGUOUS: MTBLS147,-815
963,34,AMBIGUOUS: MTBLS395,-769
964,34,AMBIGUOUS: MTBLS395,-776
965,34,AMBIGUOUS: MTBLS395,-587
966,34,AMBIGUOUS: MTBLS395,-638
967,12,AMBIGUOUS: MTBLS147,-787
968,12,AMBIGUOUS: MTBLS147,-771
969,34,AMBIGUOUS: MTBLS395,-703
970,12,AMBIGUOUS: MTBLS147,-761
971,34,AMBIGUOUS: MTBLS395,-786
972,34,AMBIGUOUS: MTBLS395,-574
973,34,AMBIGUOUS: MTBLS395,-772
974,12,AMBIGUOUS: MTBLS147,-685
975,12,AMBIGUOUS: MTBLS147,-788
976,12,AMBIGUOUS: MTBLS147,-783
977,12,AMBIGUOUS: MTBLS147,-748
978,34,AMBIGUOUS: MTBLS395,-593
979,46,unassigned,551
980,12,AMBIGUOUS: MTBLS147,-691
981,34,AMBIGUOUS: MTBLS395,-768
982,34,AMBIGUOUS: MTBLS395,-768
983,12,AMBIGUOUS: MTBLS147,-790
984,12,AMBIGUOUS: MTBLS147,-759
985,12,AMBIGUOUS: MTBLS147,-791
986,34,AMBIGUOUS: MTBLS395,-634
987,34,AMBIGUOUS: MTBLS395,-610
988,34,AMBIGUOUS: MTBLS395,-602
989,12,AMBIGUOUS: MTBLS147,-776
990,34,AMBIGUOUS: MTBLS395,-786
991,12,AMBIGUOUS: MTBLS147,-767
992,34,AMBIGUOUS: MTBLS395,-658
993,34,AMBIGUOUS: MTBLS395,-783
994,51,unassigned,-321
995,34,AMBIGUOUS: MTBLS395,-519
996,12,AMBIGUOUS: MTBLS147,-777
997,34,AMBIGUOUS: MTBLS395,-554
998,34,AMBIGUOUS: MTBLS395,-506
999,34,AMBIGUOUS: MTBLS395,-566
1000,34,AMBIGUOUS: MTBLS395,-766
1001,12,AMBIGUOUS: MTBLS147,-775
1002,34,AMBIGUOUS: MTBLS395,-471
1003,12,AMBIGUOUS: MTBLS147,-783
1004,12,AMBIGUOUS: MTBLS147,-783
1005,12,AMBIGUOUS: MTBLS147,-793
1006,12,AMBIGUOUS: MTBLS147,-779
1007,12,AMBIGUOUS: MTBLS147,-757
1008,34,AMBIGUOUS: MTBLS395,-559
1009,12,AMBIGUOUS: MTBLS147,-766
1010,34,AMBIGUOUS: MTBLS395,-631
1011,45,MTBLS798,-27
1012,34,AMBIGUOUS: MTBLS395,-585
1013,34,AMBIGUOUS: MTBLS395,-569
1014,34,AMBIGUOUS: MTBLS395,-572
1015,12,AMBIGUOUS: MTBLS147,-776
1016,45,MTBLS798,-8
1017,12,AMBIGUOUS: MTBLS147,-712
1018,34,AMBIGUOUS: MTBLS395,-776
1019,12,AMBIGUOUS: MTBLS147,-761
1020,34,AMBIGUOUS: MTBLS395,-763
1021,34,AMBIGUOUS: MTBLS395,-571
1022,34,AMBIGUOUS: MTBLS395,-507
1023,12,AMBIGUOUS: MTBLS147,-778
1024,52,unassigned,1689
1025,52,unassigned,1689
1026,34,AMBIGUOUS: MTBLS395,-764
1027,12,AMBIGUOUS: MTBLS147,-754
1028,34,AMBIGUOUS: MTBLS395,-626
1029,34,AMBIGUOUS: MTBLS395,-806
1030,12,AMBIGUOUS: MTBLS147,-789
1031,34,AMBIGUOUS: MTBLS395,-796
1032,12,AMBIGUOUS: MTBLS147,-777
1033,12,AMBIGUOUS: MTBLS147,-761
1034,34,AMBIGUOUS: MTBLS395,-614
1035,12,AMBIGUOUS: MTBLS147,-761
1036,12,AMBIGUOUS: MTBLS147,-782
1037,12,AMBIGUOUS: MTBLS147,-777
1038,34,AMBIGUOUS: MTBLS395,-609
1039,34,AMBIGUOUS: MTBLS395,-770
1040,34,AMBIGUOUS: MTBLS395,-576
1041,34,AMBIGUOUS: MTBLS395,-599
1042,34,AMBIGUOUS: MTBLS395,-628
1043,12,AMBIGUOUS: MTBLS147,-756
1044,12,AMBIGUOUS: MTBLS147,-779
1045,12,AMBIGUOUS: MTBLS147,-792
1046,12,AMBIGUOUS: MTBLS147,-787
1047,12,AMBIGUOUS: MTBLS147,-787
1048,45,MTBLS798,-2
1049,12,AMBIGUOUS: MTBLS147,-754
1050,34,AMBIGUOUS: MTBLS395,-772
1051,12,AMBIGUOUS: MTBLS147,-750
1052,34,AMBIGUOUS: MTBLS395,-754
1053,34,AMBIGUOUS: MTBLS395,-625
1054,34,AMBIGUOUS: MTBLS395,-551
1055,16,unassigned,5499
1056,16,unassigned,5499
1057,34,AMBIGUOUS: MTBLS395,-590
1058,12,AMBIGUOUS: MTBLS147,-778
1059,29,unassigned,4534
1060,34,AMBIGUOUS: MTBLS395,-794
1061,12,AMBIGUOUS: MTBLS147,-755
1062,34,AMBIGUOUS: MTBLS395,-514
1063,12,AMBIGUOUS: MTBLS147,-784
1064,34,AMBIGUOUS: MTBLS395,-807
1065,12,AMBIGUOUS: MTBLS147,-776
1066,12,AMBIGUOUS: MTBLS147,-756
1067,34,AMBIGUOUS: MTBLS395,-593
1068,16,unassigned,5487
1069,16,unassigned,5487
1070,12,AMBIGUOUS: MTBLS147,-763
1071,12,AMBIGUOUS: MTBLS147,-785
1072,12,AMBIGUOUS: MTBLS147,-753
1073,34,AMBIGUOUS: MTBLS395,-557
1074,12,AMBIGUOUS: MTBLS147,-777
1075,34,AMBIGUOUS: MTBLS395,-673
1076,12,AMBIGUOUS: MTBLS147,-709
1077,12,AMBIGUOUS: MTBLS147,-779
1078,12,AMBIGUOUS: MTBLS147,-696
1079,12,AMBIGUOUS: MTBLS147,-692
1080,45,MTBLS798,-11
1081,12,AMBIGUOUS: MTBLS147,-782
1082,12,AMBIGUOUS: MTBLS147,-782
1083,34,AMBIGUOUS: MTBLS395,-594
1084,34,AMBIGUOUS: MTBLS395,-617
1085,5,unassigned,-2942
1086,34,AMBIGUOUS: MTBLS395,-544
1087,12,AMBIGUOUS: MTBLS147,-780
1088,12,AMBIGUOUS: MTBLS147,-744
1089,12,AMBIGUOUS: MTBLS147,-762
1090,34,AMBIGUOUS: MTBLS395,-517
1091,12,AMBIGUOUS: MTBLS147,-761
1092,12,AMBIGUOUS: MTBLS147,-793
1093,53,unassigned,433
1094,12,AMBIGUOUS: MTBLS147,-780
1095,12,AMBIGUOUS: MTBLS147,-781
1096,34,AMBIGUOUS: MTBLS395,-579
1097,12,AMBIGUOUS: MTBLS147,-790
1098,12,AMBIGUOUS: MTBLS147,-782
1099,34,AMBIGUOUS: MTBLS395,-780
1100,34,AMBIGUOUS: MTBLS395,-771
1101,12,AMBIGUOUS: MTBLS147,-784
1102,12,AMBIGUOUS: MTBLS147,-754
1103,54,unassigned,-3581
1104,34,AMBIGUOUS: MTBLS395,-773
1105,12,AMBIGUOUS: MTBLS147,-663
1106,12,AMBIGUOUS: MTBLS147,-769
1107,34,AMBIGUOUS: MTBLS395,-759
1108,34,AMBIGUOUS: MTBLS395,-753
1109,34,AMBIGUOUS: MTBLS395,-527
1110,34,AMBIGUOUS: MTBLS395,-769
1111,34,AMBIGUOUS: MTBLS395,-768
1112,34,AMBIGUOUS: MTBLS395,-770
1113,12,AMBIGUOUS: MTBLS147,-779
1114,34,AMBIGUOUS: MTBLS395,-762
1115,12,AMBIGUOUS: MTBLS147,-713
1116,12,AMBIGUOUS: MTBLS147,-699
1117,12,AMBIGUOUS: MTBLS147,-744
1118,12,AMBIGUOUS: MTBLS147,-776
1119,12,AMBIGUOUS: MTBLS147,-779
1120,34,AMBIGUOUS: MTBLS395,-765
1121,12,AMBIGUOUS: MTBLS147,-776
1122,34,AMBIGUOUS: MTBLS395,-586
1123,34,AMBIGUOUS: MTBLS395,-650
1124,12,AMBIGUOUS: MTBLS147,-706
1125,12,AMBIGUOUS: MTBLS147,-751
1126,12,AMBIGUOUS: MTBLS147,-761
1127,34,AMBIGUOUS: MTBLS395,-520
1128,12,AMBIGUOUS: MTBLS147,-755
1129,34,AMBIGUOUS: MTBLS395,-648
1130,12,AMBIGUOUS: MTBLS147,-778
1131,34,AMBIGUOUS: MTBLS395,-604
1132,45,MTBLS798,8
1133,34,AMBIGUOUS: MTBLS395,-766
1134,12,AMBIGUOUS: MTBLS147,-769
1135,34,AMBIGUOUS: MTBLS395,-593
1136,34,AMBIGUOUS: MTBLS395,-622
1137,29,unassigned,4541
1138,12,AMBIGUOUS: MTBLS147,-779
1139,34,AMBIGUOUS: MTBLS395,-623
1140,34,AMBIGUOUS: MTBLS395,-569
1141,34,AMBIGUOUS: MTBLS395,-758
1142,34,AMBIGUOUS: MTBLS395,-655
1143,12,AMBIGUOUS: MTBLS147,-784
1144,12,AMBIGUOUS: MTBLS147,-786
1145,34,AMBIGUOUS: MTBLS395,-770
1146,34,AMBIGUOUS: MTBLS395,-595
1147,12,AMBIGUOUS: MTBLS147,-758
1148,34,AMBIGUOUS: MTBLS395,-605
1149,12,AMBIGUOUS: MTBLS147,-791
1150,34,AMBIGUOUS: MTBLS395,-748
1151,34,AMBIGUOUS: MTBLS395,-618
1152,34,AMBIGUOUS: MTBLS395,-737
1153,12,AMBIGUOUS: MTBLS147,-762
1154,12,AMBIGUOUS: MTBLS147,-755
1155,12,AMBIGUOUS: MTBLS147,-776
1156,34,AMBIGUOUS: MTBLS395,-748
1157,34,AMBIGUOUS: MTBLS395,-568
1158,34,AMBIGUOUS: MTBLS395,-775
1159,55,unassigned,6997
1160,12,AMBIGUOUS: MTBLS147,-760
1161,45,MTBLS798,-9
1162,34,AMBIGUOUS: MTBLS395,-580
1163,34,AMBIGUOUS: MTBLS395,-589
1164,12,AMBIGUOUS: MTBLS147,-759
1165,12,AMBIGUOUS: MTBLS147,-762
1166,34,AMBIGUOUS: MTBLS395,-614
1167,12,AMBIGUOUS: MTBLS147,-779
1168,12,AMBIGUOUS: MTBLS147,-781
1169,53,unassigned,462
1170,34,AMBIGUOUS: MTBLS395,-799
1171,34,AMBIGUOUS: MTBLS395,-767
1172,34,AMBIGUOUS: MTBLS395,-770
1173,12,AMBIGUOUS: MTBLS147,-754
1174,34,AMBIGUOUS: MTBLS395,-568
1175,34,AMBIGUOUS: MTBLS395,-794
1176,34,AMBIGUOUS: MTBLS395,-774
1177,53,unassigned,469
1178,34,AMBIGUOUS: MTBLS395,-786
1179,38,unassigned,7029
1180,34,AMBIGUOUS: MTBLS395,-617
1181,34,AMBIGUOUS: MTBLS395,-576
1182,12,AMBIGUOUS: MTBLS147,-703
1183,10,unassigned,6985
1184,10,unassigned,6985
1185,12,AMBIGUOUS: MTBLS147,-777
1186,34,AMBIGUOUS: MTBLS395,-779
1187,34,AMBIGUOUS: MTBLS395,-783
1188,34,AMBIGUOUS: MTBLS395,-619
1189,34,AMBIGUOUS: MTBLS395,-598
1190,34,AMBIGUOUS: MTBLS395,-636
1191,34,AMBIGUOUS: MTBLS395,-544
1192,12,AMBIGUOUS: MTBLS147,-780
1193,34,AMBIGUOUS: MTBLS395,-634
1194,12,AMBIGUOUS: MTBLS147,-789
1195,34,AMBIGUOUS: MTBLS395,-766
1196,12,AMBIGUOUS: MTBLS147,-779
1197,12,AMBIGUOUS: MTBLS147,-685
1198,16,unassigned,5562
1199,16,unassigned,5562
1200,12,AMBIGUOUS: MTBLS147,-760
1201,45,MTBLS798,4
1202,12,AMBIGUOUS: MTBLS147,-764
1203,12,AMBIGUOUS: MTBLS147,-756
1204,34,AMBIGUOUS: MTBLS395,-752
1205,12,AMBIGUOUS: MTBLS147,-766
1206,38,unassigned,7040
1207,12,AMBIGUOUS: MTBLS147,-760
1208,12,AMBIGUOUS: MTBLS147,-759
1209,34,AMBIGUOUS: MTBLS395,-644
1210,12,AMBIGUOUS: MTBLS147,-780
1211,12,AMBIGUOUS: MTBLS147,-779
1212,34,AMBIGUOUS: MTBLS395,-504
1213,34,AMBIGUOUS: MTBLS395,-581
1214,46,unassigned,563
1215,34,AMBIGUOUS: MTBLS395,-786
1216,34,AMBIGUOUS: MTBLS395,-785
1217,56,unassigned,7006
1218,56,unassigned,7006
1219,34,AMBIGUOUS: MTBLS395,-483
1220,10,unassigned,6983
1221,10,unassigned,6983
1222,12,AMBIGUOUS: MTBLS147,-757
1223,45,MTBLS798,-14
1224,45,MTBLS798,15
1225,34,AMBIGUOUS: MTBLS395,-613
1226,34,AMBIGUOUS: MTBLS395,-766
1227,34,AMBIGUOUS: MTBLS395,-568
1228,34,AMBIGUOUS: MTBLS395,-746
1229,34,AMBIGUOUS: MTBLS395,-751
1230,34,AMBIGUOUS: MTBLS395,-766
1231,34,AMBIGUOUS: MTBLS395,-512
1232,12,AMBIGUOUS: MTBLS147,-784
1233,34,AMBIGUOUS: MTBLS395,-779
1234,34,AMBIGUOUS: MTBLS395,-561
1235,12,AMBIGUOUS: MTBLS147,-774
1236,34,AMBIGUOUS: MTBLS395,-771
1237,46,unassigned,570
1238,12,AMBIGUOUS: MTBLS147,-785
1239,45,MTBLS798,-6
1240,12,AMBIGUOUS: MTBLS147,-781
1241,45,MTBLS798,-4
1242,34,AMBIGUOUS: MTBLS395,-758
1243,34,AMBIGUOUS: MTBLS395,-778
1244,12,AMBIGUOUS: MTBLS147,-785
1245,34,AMBIGUOUS: MTBLS395,-569
1246,34,AMBIGUOUS: MTBLS395,-778
1247,34,AMBIGUOUS: MTBLS395,-767
1248,12,AMBIGUOUS: MTBLS147,-760
1249,12,AMBIGUOUS: MTBLS147,-746
1250,34,AMBIGUOUS: MTBLS395,-779
1251,12,AMBIGUOUS: MTBLS147,-758
1252,34,AMBIGUOUS: MTBLS395,-537
1253,12,AMBIGUOUS: MTBLS147,-769
1254,12,AMBIGUOUS: MTBLS147,-782
1255,57,unassigned,-2015
1256,50,unassigned,-238
1257,12,AMBIGUOUS: MTBLS147,-697
1258,12,AMBIGUOUS: MTBLS147,-790
1259,34,AMBIGUOUS: MTBLS395,-812
1260,34,AMBIGUOUS: MTBLS395,-607
1261,34,AMBIGUOUS: MTBLS395,-567
1262,12,AMBIGUOUS: MTBLS147,-778
1263,34,AMBIGUOUS: MTBLS395,-768
1264,12,AMBIGUOUS: MTBLS147,-783
1265,12,AMBIGUOUS: MTBLS147,-785
1266,12,AMBIGUOUS: MTBLS147,-753
1267,34,AMBIGUOUS: MTBLS395,-764
1268,12,AMBIGUOUS: MTBLS147,-755
1269,10,unassigned,6989
1270,10,unassigned,6989
1271,12,AMBIGUOUS: MTBLS147,-787
1272,34,AMBIGUOUS: MTBLS395,-631
1273,34,AMBIGUOUS: MTBLS395,-581
1274,34,AMBIGUOUS: MTBLS395,-776
1275,34,AMBIGUOUS: MTBLS395,-561
1276,34,AMBIGUOUS: MTBLS395,-663
1277,34,AMBIGUOUS: MTBLS395,-619
1278,12,AMBIGUOUS: MTBLS147,-763
1279,34,AMBIGUOUS: MTBLS395,-488
1280,12,AMBIGUOUS: MTBLS147,-787
1281,34,AMBIGUOUS: MTBLS395,-803
1282,12,AMBIGUOUS: MTBLS147,-776
1283,34,AMBIGUOUS: MTBLS395,-768
1284,34,AMBIGUOUS: MTBLS395,-771
1285,34,AMBIGUOUS: MTBLS395,-504
1286,12,AMBIGUOUS: MTBLS147,-759
1287,34,AMBIGUOUS: MTBLS395,-606
1288,12,AMBIGUOUS: MTBLS147,-781
1289,34,AMBIGUOUS: MTBLS395,-768
1290,12,AMBIGUOUS: MTBLS147,-775
1291,34,AMBIGUOUS: MTBLS395,-764
1292,12,AMBIGUOUS: MTBLS147,-779
1293,34,AMBIGUOUS: MTBLS395,-732
1294,12,AMBIGUOUS: MTBLS147,-786
1295,34,AMBIGUOUS: MTBLS395,-587
1296,12,AMBIGUOUS: MTBLS147,-758
1297,12,AMBIGUOUS: MTBLS147,-787
1298,12,AMBIGUOUS: MTBLS147,-781
1299,12,AMBIGUOUS: MTBLS147,-761
1300,34,AMBIGUOUS: MTBLS395,-769
1301,34,AMBIGUOUS: MTBLS395,-599
1302,12,AMBIGUOUS: MTBLS147,-772
1303,12,AMBIGUOUS: MTBLS147,-786
1304,34,AMBIGUOUS: MTBLS395,-784
1305,12,AMBIGUOUS: MTBLS147,-786
1306,45,MTBLS798,-11
1307,12,AMBIGUOUS: MTBLS147,-771
1308,58,unassigned,5777
1309,34,AMBIGUOUS: MTBLS395,-503
1310,34,AMBIGUOUS: MTBLS395,-774
1311,12,AMBIGUOUS: MTBLS147,-787
1312,12,AMBIGUOUS: MTBLS147,-784
1313,12,AMBIGUOUS: MTBLS147,-775
1314,34,AMBIGUOUS: MTBLS395,-502
1315,34,AMBIGUOUS: MTBLS395,-698
1316,12,AMBIGUOUS: MTBLS147,-781
1317,45,MTBLS798,-18
1318,53,unassigned,457
1319,45,MTBLS798,-21
1320,12,AMBIGUOUS: MTBLS147,-757
1321,34,AMBIGUOUS: MTBLS395,-788
1322,34,AMBIGUOUS: MTBLS395,-614
1323,12,AMBIGUOUS: MTBLS147,-756
1324,34,AMBIGUOUS: MTBLS395,-566
1325,12,AMBIGUOUS: MTBLS147,-798
1326,45,MTBLS798,14
1327,34,AMBIGUOUS: MTBLS395,-883
1328,34,AMBIGUOUS: MTBLS395,-774
1329,12,AMBIGUOUS: MTBLS147,-687
1330,34,AMBIGUOUS: MTBLS395,-777
1331,12,AMBIGUOUS: MTBLS147,-693
1332,44,unassigned,7152
1333,12,AMBIGUOUS: MTBLS147,-777
1334,34,AMBIGUOUS: MTBLS395,-581
1335,45,MTBLS798,-10
1336,45,MTBLS798,6
1337,34,AMBIGUOUS: MTBLS395,-777
1338,46,unassigned,551
1339,12,AMBIGUOUS: MTBLS147,-688
1340,29,unassigned,4531
1341,12,AMBIGUOUS: MTBLS147,-785
1342,12,AMBIGUOUS: MTBLS147,-712
1343,12,AMBIGUOUS: MTBLS147,-760
1344,45,MTBLS798,13
1345,12,AMBIGUOUS: MTBLS147,-775
1346,34,AMBIGUOUS: MTBLS395,-627
1347,34,AMBIGUOUS: MTBLS395,-769
1348,12,AMBIGUOUS: MTBLS147,-783
1349,34,AMBIGUOUS: MTBLS395,-584
1350,59,unassigned,7036
1351,59,unassigned,7036
1352,12,AMBIGUOUS: MTBLS147,-774
1353,34,AMBIGUOUS: MTBLS395,-673
1354,12,AMBIGUOUS: MTBLS147,-779
1355,12,AMBIGUOUS: MTBLS147,-780
1356,34,AMBIGUOUS: MTBLS395,-540
1357,12,AMBIGUOUS: MTBLS147,-756
1358,45,MTBLS798,9
1359,12,AMBIGUOUS: MTBLS147,-783
1360,12,AMBIGUOUS: MTBLS147,-780
1361,12,AMBIGUOUS: MTBLS147,-781
1362,12,AMBIGUOUS: MTBLS147,-790
1363,12,AMBIGUOUS: MTBLS147,-760
1364,12,AMBIGUOUS: MTBLS147,-759
1365,12,AMBIGUOUS: MTBLS147,-792
1366,12,AMBIGUOUS: MTBLS147,-778
1367,34,AMBIGUOUS: MTBLS395,-564
1368,12,AMBIGUOUS: MTBLS147,-781
1369,34,AMBIGUOUS: MTBLS395,-603
1370,29,unassigned,4550
1371,34,AMBIGUOUS: MTBLS395,-586
1372,12,AMBIGUOUS: MTBLS147,-757
1373,34,AMBIGUOUS: MTBLS395,-756
1374,12,AMBIGUOUS: MTBLS147,-777
1375,45,MTBLS798,-19
1376,34,AMBIGUOUS: MTBLS395,-760
1377,12,AMBIGUOUS: MTBLS147,-784
1378,45,MTBLS798,-14
1379,12,AMBIGUOUS: MTBLS147,-760
1380,12,AMBIGUOUS: MTBLS147,-777
1381,12,AMBIGUOUS: MTBLS147,-776
1382,45,MTBLS798,9
1383,12,AMBIGUOUS: MTBLS147,-785
1384,34,AMBIGUOUS: MTBLS395,-562
1385,34,AMBIGUOUS: MTBLS395,-607
1386,12,AMBIGUOUS: MTBLS147,-792
1387,12,AMBIGUOUS: MTBLS147,-758
1388,12,AMBIGUOUS: MTBLS147,-773
1389,45,MTBLS798,11
1390,34,AMBIGUOUS: MTBLS395,-517
1391,34,AMBIGUOUS: MTBLS395,-725
1392,10,unassigned,7025
1393,10,unassigned,7025
1394,34,AMBIGUOUS: MTBLS395,-774
1395,12,AMBIGUOUS: MTBLS147,-761
1396,34,AMBIGUOUS: MTBLS395,-841
1397,34,AMBIGUOUS: MTBLS395,-731
1398,45,MTBLS798,-2
1399,34,AMBIGUOUS: MTBLS395,-595
1400,12,AMBIGUOUS: MTBLS147,-669
1401,34,AMBIGUOUS: MTBLS395,-541
1402,12,AMBIGUOUS: MTBLS147,-772
1403,12,AMBIGUOUS: MTBLS147,-764
1404,12,AMBIGUOUS: MTBLS147,-762
1405,45,MTBLS798,16
1406,12,AMBIGUOUS: MTBLS147,-786
1407,34,AMBIGUOUS: MTBLS395,-775
1408,34,AMBIGUOUS: MTBLS395,-782
1409,12,AMBIGUOUS: MTBLS147,-775
1410,34,AMBIGUOUS: MTBLS395,-579
1411,45,MTBLS798,23
1412,12,AMBIGUOUS: MTBLS147,-764
1413,45,MTBLS798,-22
1414,34,AMBIGUOUS: MTBLS395,-570
1415,45,MTBLS798,1
1416,34,AMBIGUOUS: MTBLS395,-776
1417,34,AMBIGUOUS: MTBLS395,-762
1418,12,AMBIGUOUS: MTBLS147,-783
1419,12,AMBIGUOUS: MTBLS147,-755
1420,12,AMBIGUOUS: MTBLS147,-779
1421,34,AMBIGUOUS: MTBLS395,-645
1422,34,AMBIGUOUS: MTBLS395,-755
1423,10,unassigned,6983
1424,10,unassigned,6983
1425,12,AMBIGUOUS: MTBLS147,-778
1426,12,AMBIGUOUS: MTBLS147,-763
1427,34,AMBIGUOUS: MTBLS395,-596
1428,45,MTBLS798,15
1429,12,AMBIGUOUS: MTBLS147,-771
1430,12,AMBIGUOUS: MTBLS147,-760
1431,26,unassigned,6752
1432,26,unassigned,6752
1433,12,AMBIGUOUS: MTBLS147,-809
1434,12,AMBIGUOUS: MTBLS147,-782
1435,12,AMBIGUOUS: MTBLS147,-762
1436,34,AMBIGUOUS: MTBLS395,-759
1437,45,MTBLS798,26
1438,12,AMBIGUOUS: MTBLS147,-789
1439,12,AMBIGUOUS: MTBLS147,-772
1440,12,AMBIGUOUS: MTBLS147,-759
1441,12,AMBIGUOUS: MTBLS147,-788
1442,12,AMBIGUOUS: MTBLS147,-785
1443,12,AMBIGUOUS: MTBLS147,-780
1444,60,unassigned,7028
1445,34,AMBIGUOUS: MTBLS395,-593
1446,61,unassigned,-730
1447,62,MTBLS46,-820
1448,34,AMBIGUOUS: MTBLS395,-763
1449,34,AMBIGUOUS: MTBLS395,-772
1450,45,MTBLS798,-2
1451,12,AMBIGUOUS: MTBLS147,-751
1452,45,MTBLS798,-7
1453,45,MTBLS798,19
