feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean,masking_ratio,masking_label,support_per_class,source_dir,method_id,method_label
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.4035714285714285,0.0619129322071004,0.3470213164051003,0.0497040769037508,0.3637362031451961,0.3557143291893292,0.3,30%,4,fewshot_support_sweep_MTBLS326/mask_0.30/support_4,prototype_head|mae_embeddings|prototype_mahalanobis_support_anova,MAE prototype head
direct_binned,bins1024_auc,logreg_C0p1,100,0.4133898305084746,0.0610347802514088,0.3625390568185336,0.0514033998140694,0.3812593632966297,0.3699902173913043,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins1024_auc|logreg_C0p1,Direct 1024 AUC + LOGREG_C0P1
direct_binned,bins1024_auc,svm_C1p0,100,0.3916949152542373,0.0556508255464452,0.3391651938668881,0.0461129985304638,0.3532591785050374,0.3480673913043478,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins1024_auc|svm_C1p0,Direct 1024 AUC + SVM_C1P0
direct_binned,bins1024_auc,xgboost_depth2,100,0.3610169491525423,0.0567022472316079,0.3193835346254956,0.0451014221772355,0.3416088545181945,0.3299695652173913,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins1024_auc|xgboost_depth2,Direct 1024 AUC + XGBOOST_DEPTH2
direct_binned,bins2048_auc,logreg_C0p1,100,0.4111864406779661,0.0597482669667899,0.3606892062722199,0.0488101557275069,0.3803352116450799,0.3678184782608696,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins2048_auc|logreg_C0p1,Direct 2048 AUC + LOGREG_C0P1
direct_binned,bins2048_auc,svm_C1p0,100,0.3941525423728814,0.0561428927787422,0.342523210273861,0.0471799058826247,0.3573228843096289,0.3516684782608695,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins2048_auc|svm_C1p0,Direct 2048 AUC + SVM_C1P0
direct_binned,bins2048_auc,xgboost_depth2,100,0.3656779661016949,0.0568220627833131,0.3226943386338234,0.0444032723463088,0.3439111702645722,0.3330173913043478,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,direct_binned|bins2048_auc|xgboost_depth2,Direct 2048 AUC + XGBOOST_DEPTH2
foundation_backbone,mae_flatten,logreg_C0p1,100,0.4166101694915254,0.0651414678927074,0.3524758065763723,0.0487869210368036,0.3678017571933592,0.3577565217391305,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,foundation_backbone|mae_flatten|logreg_C0p1,MAE embeddings + LOGREG_C0P1
foundation_backbone,mae_flatten,svm_C1p0,100,0.4114406779661017,0.0625120592569428,0.3454799785361311,0.0470417568853221,0.3596332024673145,0.3517510869565218,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,foundation_backbone|mae_flatten|svm_C1p0,MAE embeddings + SVM_C1P0
foundation_backbone,mae_flatten,xgboost_depth2,100,0.4091525423728814,0.0711493369034664,0.3501478145736137,0.0532560051571964,0.3687319716468086,0.3578554347826087,0.3,30%,6,fewshot_support_sweep_MTBLS326/mask_0.30/support_6,foundation_backbone|mae_flatten|xgboost_depth2,MAE embeddings + XGBOOST_DEPTH2
